text,category
"Iraq advice claim sparks new row
 
 The Tories say ministers must respond in Parliament to claims that the legal advice used to justify the Iraq war was drawn up at Number 10.
 
 Downing Street has denied the claims, made in a new book about the Attorney General Lord Goldsmith's advice. Lord Goldsmith also denied them, saying he was not ""leaned on"" in any way. But the Conservatives and Liberal Democrats say they want the publication of the full legal advice given by the Attorney General.
 
 The government has consistently refused to publish Lord Goldsmith's advice on the legality of the war - saying such papers have always been kept confidential.
 
 But a short statement about Lord Goldsmith's position was presented in a written parliamentary answer on 17 March 2003 - just before a crucial Commons vote on the military action. It said it was ""plain"" Iraq continued to be in material breach of UN resolution 1441. In his new book, Lawless World, Philippe Sands, a QC and international law professor, suggests the parliamentary answer was written in Downing Street. According to Mr Sands, Lord Goldsmith had warned Tony Blair in a document on 7 March 2003 that the use of force against Iraq could be illegal and that it would have been safer to seek a second UN resolution sanctioning military action.
 
 Mr Sands told Newsnight the government had prepared a legal team to be able to defend its case, in case legal action was taken against the UK over the war. On 10 March, military chiefs reportedly asked for an unequivocal statement about the legality of the war to make sure troops could be defended in a court of law. The book, being serialised in the Guardian newspaper, says on 13 March Lord Goldsmith met then Home Office Minister Lord Falconer and Downing Street adviser Baroness Morgan. ""After that Downing Street proceeded to set out his [Lord Goldsmith's] view in a parliamentary answer which was then published on 17 March,"" said Mr Sands.
 
 Tory leader Michael Howard reiterated calls for the publication of the full legal advice given by the Attorney General, warning: ""This issue will not go away."" ""These revelations throw an intensive spotlight on to the cavalier way in which this government operates - even on an issue as important as peace and war. ""The government needs to act to restore public confidence and trust."" Liberal Democrat foreign affairs spokesman Menzies Campbell repeated his party's calls for Lord Goldsmith's first piece of legal advice to be made public. ""The public interest, which the government claims justifies non-publication of the whole of the advice, can only be served now by the fullest disclosure.""
 
 In a statement to Newsnight, Lord Goldsmith said: ""In my parliamentary answer on March 17 2003, I explained my genuinely held independent view, that military action was lawful under the existing Security Council resolutions. ""It was certainly not a view that I expressed as a result of being leaned on in any way, nor as I have already made clear, was it written by or at Number 10."" The prime minister's official spokesman also rejected the claims, saying: ""The attorney general made it clear the words and the judgement were his."" But ex-foreign secretary Robin Cook says all the advice should now be published. He said the claims suggested Parliament had only received a pr&#233;cis of Lord Goldsmith's second opinion - and that it was actually drafted in No 10. This would be wrong even if Lord Goldsmith had signed the statement, Mr Cook said, because the attorney general's advice should be an ""independent legal opinion"", not subject to ""political negotiation of this kind"".
",politics
"Labour's Cunningham to stand down
 
 Veteran Labour MP and former Cabinet minister Jack Cunningham has said he will stand down at the next election.
 
 One of the few Blair-era ministers to serve under Jim Callaghan, he was given the agriculture portfolio when Labour regained power in 1997. Mr Cunningham went on to become Tony Blair's ""cabinet enforcer"". He has represented the constituency now known as Copeland since 1970. Mr Blair said he was a ""huge figure"" in Labour and a ""valued, personal friend"".
 
 During Labour's long period in opposition, Mr Cunningham held a number of shadow roles including foreign affairs, the environment and as trade spokesman. As agriculture minister he caused controversy when he decided to ban beef on the bone in the wake of fears over BSE. He quit the government in 1999 and in recent years has served as the chairman of the all-party committee on Lords reform and has been a loyal supporter of the government from the backbenches.
",politics
"Immigration to be election issue
 
 Immigration and asylum have normally been issues politicians from the big parties have tiptoed around at election time.
 
 But no longer. Both Labour and the Tories have signalled their intention of making them central to their election campaigns. They have been struck by the level of concern amongst voters about the issues, with internal surveys showing they have the potential to swing large numbers of votes. That was also true at the last general election and the issue did briefly become a campaigning issue. But it sparked the probably predictable furore with claims politicians were either stoking up xenophobia or, alternatively, running scared of addressing the problem. But this time around it looks set to be one of the core battlegrounds with both the big parties competing to set out tough policies.
 
 The Tories are already committed to imposing annual limits on immigration, with a quota for asylum seekers and with applications processed outside the UK. Labour has already branded the proposal unworkable but party strategists have seen the Tories seizing a poll advantage over the issue.
 
 Now Home Secretary Charles Clarke has come up with alternative proposals for a points system to ensure only immigrants who can benefit the economy will be granted entry, and to kick out more failed asylum seekers. That has been attacked by the Tories as too little, too late and for failing to tackle the key issue of the numbers entering the UK. The Liberal Democrats have not been drawn too deeply into the argument but have called for a Europe-wide policy on immigration.
 
 But, while all the parties appear to agree the time has come to properly debate and address the issue, there are already signs they will run into precisely the same problems as before. Former union leader Sir Bill Morris has already accused both the big parties of engaging in a ""bidding war about who can be nastiest to asylum seekers"".
 
 ""My concern is that, whilst the Labour Party and the Conservative Party will take a constructive approach to the debate, right-wing political parties, picking up on statements like `burden to Britain' will exploit this and create a lot of fear and uncertainty"". It is precisely that concern - and the possible suggestion the issue is playing to the far right's racist agenda - that will provoke strong reactions from many concerned with this issue. The challenge for the big parties is to ensure they can engage in the debate during the cut and thrust of a general election while also avoiding that trap.
",politics
"Goldsmith: 'I was not leant on'
 
 The attorney general has again denied being ""leant on"" by Downing Street to make the legal case for invading Iraq.
 
 Claims a written answer on the legality of the war was drafted by Downing Street were ""wholly unfounded,"" he insisted during stormy Lords exchanges. Lord Goldsmith said the answer represented his ""genuinely held independent view"" the war was legal. The text was released on the eve of a crucial Commons vote in which MPs backed the invasion of Iraq. Many Labour MPs have since indicated that the attorney general's answer played a pivotal role in their willingness to back the conflict. The government has resisted calls to publish the full advice, saying such papers are always kept confidential. In the House of Lords, the attorney general faced a call by former Tory lord chancellor Lord Mackay to now publish the ""full text"" of the advice - the suggestion was rejected. Another peer meanwhile, Lord Skidelsky, said not to publish the full legal opinion would ""strengthen the suspicion that the the original text was doctored for public consumption, in exactly the same way as the notorious intelligence dossier on weapons of mass destruction"".
 
 Last week Lord Goldsmith said in a statement: ""I was fully involved throughout the drafting process and personally finalised, and of course approved, the answer."" He said the answer had been prepared in his office with the involvement of Solicitor General Harriet Harman, two of his own officials, three Foreign Office officials, a QC, Christopher Greenwood and the then Lord Chancellor, Lord Irvine of Lairg. ""No other minister or official was involved in any way."" ""As I have always made clear, I set out in the answer my own genuinely held, independent view that military action was lawful under the existing (UN) Security Council resolutions,"" he said. ""The answer did not purport to be a summary of my confidential legal advice to government."" Former foreign secretary Robin Cook said Lord Goldsmith's admission that his parliamentary answer was not a summary of his legal opinion suggested Parliament may have been misled. ""The attorney general may never have presented his answer as a summary, but others certainly did,"" he said. ""What is clear from his statement today is that he does not believe that it was a full, accurate summary of his formal opinion.""
 
 Tony Blair has dismissed questions about the attorney general's advice, and said his Parliamentary statement had been a ""fair summary"" of his opinion. ""That's what he [Lord Goldsmith] said and that's what I say. He has dealt with this time and time and time again,"" Mr Blair told his monthly news conference in Downing Street. He refused to answer further questions on the issue. On the question of whether such papers have always been kept confidential, Tory MP Michael Mates, who is a member of the Commons intelligence and security committee and was part of the Butler inquiry, told the BBC: ""That, as a general rule, is right, but it's not an absolute rule."" He said there had been other occasions when advice had been published, most recently regarding Prince Charles's marriage plans. The government could not pick and choose when to use the convention, he said. Mr Mates added: ""This may be one of those special occasions... when it would be in the public interest to see the advice which the attorney general gave to the prime minister."" A book published by Philippe Sands QC, a member of Cherie Blair's Matrix Chambers says Lord Goldsmith warned Tony Blair on 7 March 2003 that the Iraq war could be illegal without a second UN resolution sanctioning military action. A short statement about Lord Goldsmith's position presented in a written parliamentary answer on 17 March 2003 - just before a crucial Commons vote on the military action - did not suggest this.
",politics
"Fox attacks Blair's Tory 'lies'
 
 Tony Blair lied when he took the UK to war so has no qualms about lying in the election campaign, say the Tories.
 
 Tory co-chairman Liam Fox was speaking after Mr Blair told Labour members the Tories offered a ""hard right agenda"". Dr Fox told BBC Radio: ""If you are willing to lie about the reasons for going to war, I guess you are going to lie about anything at all."" He would not discuss reports the party repaid £500,000 to Lord Ashcroft after he predicted an election defeat.
 
 The prime minister ratcheted up Labour's pre-election campaigning at the weekend with a helicopter tour of the country and his speech at the party's spring conference. He insisted he did not know the poll date, but it is widely expected to be 5 May.
 
 In what was seen as a highly personal speech in Gateshead on Sunday, Mr Blair said: ""I have the same passion and hunger as when I first walked through the door of 10 Downing Street."" He described his relationship with the public as starting euphoric, then struggling to live up to the expectations, and reaching the point of raised voices and ""throwing crockery"". He warned his supporters against complacency, saying: ""It's a fight for the future of our country, it's a fight that for Britain and the people of Britain we have to win.""
 
 Mr Blair said that whether the public chose Michael Howard or Mr Kennedy, it would result in ""a Tory government not a Labour government and a country that goes back and does not move forward"". Dr Fox accused Mr Blair and other Cabinet ministers of telling lies about their opponents' policies and then attacking the lies. ""What we learned at the weekend is what Labour tactics are going to be and it's going to be fear and smear,"" he told BBC News. The Tory co-chairman attacked Labour's six new pledges as ""vacuous"" and said Mr Blair was very worried voters would take revenge for his failure to deliver. Dr Fox refused to discuss weekend newspaper reports that the party had repaid £500,000 to former Tory Treasurer Lord Ashcroft after he said the party could not win the election. ""We repay loans when they are due but do not comment to individual financial matters,"" he said, insisting he enjoyed a ""warm and constructive"" relationship to Lord Ashcroft.
 
 Meanwhile Lib Dem leader Charles Kennedy is expected to attack Mr Blair's words as he begins a nationwide tour on Monday. Mr Kennedy is accelerating Lib Dem election preparations this week as he visits Manchester, Liverpool, Leicester, Somerset, Basingstoke, Shrewsbury, Dorset and Torbay. He said: ""This is three-party politics. In the northern cities, the contest is between Labour and the Liberal Democrats. ""In southern and rural seats - especially in the South West - the principal contenders are the Liberal Democrats and the Conservatives, who are out of the running in Scotland and Wales."" The Lib Dems accuse Mr Blair of making a ""touchy-feely"" speech to Labour delegates which will not help him regain public trust.
",politics
"Blair joins school sailing trip
 
 The prime minister has donned a life jacket and joined school children in a sailing dinghy as he sought to sell his party's education policies.
 
 Tony Blair sailed across the lake in Bromsgrove, Worcestershire, while on a visit with Education Secretary Ruth Kelly to back school outings. Mr Blair later stressed Labour's election pledge to focus on education, when he met parents in the area. The Conservatives and Lib Dems both say his pledges are ""worthless"". All the parties are stepping up campaigning ahead of a General Election widely expected to be held on 5 May. Mr Blair, looking a little windswept, joined two girls from St Egwin's Middle School in Evesham and an instructor for a trip in the Wayfarer dinghy, closely followed by a boat full of photographers.
 
 Afterwards he said outdoor activities were beneficial for children but accepted that lots of teachers now worried about taking part for fear of being sued if something went wrong. ""What we're doing is introducing some simple guidelines so if teachers follow those they are not going to be at risk of legal action,"" Mr Blair said. ""When you are doing these types of activities you've got to exercise some common sense there obviously. ""You can't have a situation where parents or teachers end up being worried that they're going to be subject to all sorts of legal action if they take children sailing or doing outdoor activity that is actually good for the kids and good for their health and their character.""
 
 The pledge on education - ""your child achieving more"" - was one of six election pledges unveiled by Mr Blair last week. If it wins a third term in the general election expected this year, Labour is committed to giving parents more choice between schools; allowing all secondary schools to take on specialist status; opening 200 city academies and creating 100,000 more sixth-form places. It aims to improve discipline in schools by adopting a ""zero tolerance"" approach to disruption of classes and introducing fixed penalty notices for truants. Labour also plans to give head teachers at groups of local schools control over funding for units to handle disruptive pupils.
 
 Parents and teachers who met Mr Blair on Tuesday were invited to the informal discussion after writing to their MPs to raise concerns about education. It is the latest in a series of events designed to show the prime minister is speaking directly to voters in the run-up to the election - and that he has not lost touch. For the Conservatives, shadow education secretary Tim Collins said: ""Mr Blair&#191;s government is all talk. He must be judged on what he has done in two terms, not what he mendaciously claims he would do in a third. That judgment will be damning."" The Liberal Democrats are promising to cut class sizes for the youngest children and ensure all children are taught by a qualified teacher in each subject.
",politics
"Brown outlines third term vision
 
 Gordon Brown has outlined what he thinks should be the key themes of New Labour's next general election bid.
 
 He said ensuring every child in Britain had the best start in life could be a legacy to match the NHS's creation. The chancellor has previously planned the party's election strategy but this time the role will be filled by Alan Milburn - a key ally of Tony Blair. The premier insisted Mr Brown will have a key role in Labour's campaign, and praised his handling of the economy.
 
 Writing in the Guardian newspaper, Mr Brown outlined his view of the direction New Labour should be taking. ""As our manifesto and our programme for the coming decade should make clear, Labour's ambition is not simply tackling idleness but delivering full employment; not just attacking ignorance, disease and squalor but promoting lifelong education, good health and sustainable communities."" BBC political editor Andrew Marr said that Mr Brown's article was ""a warning shot"" to Mr Blair not to try and cut him out of the manifesto writing process. ""It was, as always, coded and careful... but entirely deliberate,"" was Mr Marr's assessment. The prime minister was asked about Mr Brown's article and about his election role when he appeared on BBC Radio 4's Today programme. Mr Blair said a decision had yet to be taken over how the election would be run but the chancellor's role would be ""central"". Mr Blair argued that under New Labour the country had changed for the better and that was ""in part"" because of Mr Brown's management of the economy. And he pledged childcare would be a ""centrepiece"" of Labour's manifesto. He also predicted the next general election will be a ""tough, tough fight"" for New Labour. But the prime minister insisted he did not know what date the poll would take place despite speculation about 5 May. Mr Blair said he was taking ""nothing for granted"" ahead of the vote - warning that the Tory strategy was to win power via the back door by hinting they were aiming to cut Labour's majority instead of hoping for an outright win.
",politics
"Whitehall cuts 'ahead of target'
 
 Thousands of civil service jobs have already been cut or moved out of London as part of a major cost-cutting drive.
 
 Chancellor Gordon Brown said 12,500 jobs had gone while 7,800 were being moved out of the South East. He plans to axe 104,000 jobs to free up money for education, health, defence, housing and overseas aid. Unions oppose the plans but Mr Brown said £2bn savings had already been made and more jobs had been cut than had been expected at this stage. A further 200 jobs at the Department of the Environment, Food and Rural Affairs have been earmarked to be cut. At the Department for Work and Pensions, 30,000 jobs are to go, 560 will be lost by the end of the month at the Department of Trade and Industry and 400 are to go at the Inland Revenue and Customs.
 
 In his Budget statement, the chancellor said the first 12,500 civil service jobs had been cut, on target. About 4,300 civil servants will leave London and the South East by the end of March 2005 and there are plans to relocate another 3,500. Of those 300 Department of Health posts will go to Yorkshire while hundreds at the Department of Culture will move to Birmingham and Newcastle.
 
 Mr Brown also announced plans to merge 35 agencies into nine - described by one civil service union as a ""bonfire of the quangos"". Mark Serwotka, the leader of the Public and Commercial Services Union said: ""In last year's budget we had the day of the long knifes as the chancellor kicked off the crude game of who could cut the most civil service jobs between the government and the Tories. ""There was a time when the only worry thousands of hard working civil and public servants had on budget day was whether petrol or taxes would go up, nowadays the worry is whether they will have a job by the end of it."" He said Mr Brown had made welcome announcements on closing tax loopholes and extending the New Deal, while cutting ""the very people who deliver them."" The Treasury also announced plans to reduce the number of public sector workers on sick leave with a new system of checks and tougher measures against those suspected of abusing the system.
",politics
"Labour's core support takes stock
 
 Tony Blair has told Labour supporters he's ""back"" and still hungry for the job of prime minister - but does that sum up the mood at the party's spring conference in Gateshead?
 
 ""The electorate are keener on the government than some Labour Party members,"" is the dry assessment of Graham Lane, leader of the Labour group on Newham Council. The problem, according to Mr Lane, is not continuing divisions over Iraq, foundation hospitals or tuition fees, or even voter apathy, but Mr Blair himself. ""I have a new slogan. Vote Blair, Get Brown. That's what I am telling people on the doorstep. Don't worry, he will be gone soon."" His friend, Saxon Spence, leader of Devon county Labour group, lays the blame for any lack of campaigning zeal on one issue above all others. ""You cannot underestimate the impact of the war in Iraq. We lost people from our local party who had some key roles.""
 
 But the two friends were fired up by Gordon Brown's speech on Saturday, with its appeal to core Labour values on social justice, health and education.
 
 ""There was real passion. I think we have all felt a little jaded, but it reminded us why we joined the party in the first place,"" said Mrs Spence. ""If he hadn't have walked off the stage, they would still be clapping,"" added Mr Lane. But for every Brownite at the spring conference there was an equally ardent fan of Mr Blair. Stephen Douglas, 26, from Wales, said after the PM's speech on Sunday: ""I think it was a bit of a turning point, given the roasting he has had on some issues. The guy still has it.""
 
 Tony Martin, of Burnley, said: ""He is the first leader who has won us two terms. This bloke has delivered for us."" Malcolm Shipley, of Shipley, said it was ""as if he is coming round to the right approach again"". Katrina Bull, a prospective parliamentary candidate said Mr Blair had shown he could rouse the party's grassroots: ""I think if every voter was able to spend time in a room with Tony, the way we have today, we will have no problem with turnout."" She had just emerged from a Q&A session, in which Mr Blair - tieless and supremely at ease - answered questions posed via the party's website.
 
 A party of councillors from Nottingham agreed that there was nothing wrong with Mr Blair's leadership - and they were adamant that the campaigning strength of the party in their city was as strong as ever. Iraq, they insisted, would not be a factor for most voters. ""The biggest problem we have got at the moment is that we keep getting all these polls saying we are going to run away with the election. ""It might sound great, but it does create this sense of complacency among our own voters and I think that is the greater problem than Iraq,"" said Nottingham City Councillor Brian Parbutt. And even Mr Blair's most vocal critics seemed to agree on one thing - he is a master of the sort of glossy, high-profile campaigning that has become Labour's hallmark, epitomised by Friday's whistle-stop tour of marginal seats. A group of shop stewards from the Swan Hunter shipyard, who said they were facing redundancy, could barely suppress their anger at Mr Blair's failure to, as they saw it, shake off his Tory leanings and stand up for manufacturing in the North East.
 
 They were also scathing about the alleged benefits of showpiece projects such as conference venue Sage Centre, heralded by John Prescott and others this weekend as a symbol of Labour's success in urban regeneration.
 
 ""It is no good having the Sage or Baltic if you haven't got the money for the entrance fee,"" said Terry Telford. But when asked about Mr Blair's bravura performance on Friday, the men agreed he was ""brilliant"". And they would all be out on the doorstep pushing the Labour message come election time. ""If you are not fired up about the election, then what's the point? There is no complacency as far as I can see in the Labour Party. We are fired up. We are up for this election,"" said Richie Porterhouse. Mr Telford agreed, but added it was becoming increasingly difficult to think of an answer when people asked ""What has Labour done for the North East?"" ""I have had doors slammed in my face,"" he said.
 
 Every activist I spoke to said they were proud of what they believed Labour had achieved in their local communities - the new hospitals and schools, the better life chances for young people. The problem they faced, they said, was converting this local feelgood factor into votes. But they could at least rely on one ""secret weapon"", as one activist put it - Tory leader Michael Howard.
",politics
"Labour's four little words
 
 Labour has unveiled the four little words that will form the heart of its general election campaign which, for those just returned from the planet Galifray, is ""looming"".
 
 The slogan ""Britain forward not back"" (no, it's not an instruction from one of those inter-planetary Time Lords) is to become as much a part of our daily lives as the sky - it's always there but we mostly stop noticing. The word ""Britain"" is cast on a red background - a nod to Old Labour. ""Forward"" is in italics and cunningly slopes forward and, along with ""not back"", is set against a mushy pea green background. As one of the journalists assembled at the unveiling declared, it was all very post modern, or something. Great use of colour. Those ad men really do earn their money. And, coincidentally, the ad men who came up with the abandoned flying pigs and so-called ""Fagin"" posters which caused Tory protests have not been sacked but, as election supremo Alan Milburn declared, ""are doing a very good job"".
 
 Mr Milburn, in the latest in his series of pre-election-campaign campaigning, explained the slogan was the reaction to polling which suggests the public believe Labour and Tony Blair are the future while Michael Howard and the Tories would take the country backwards. ""Not many people talk about the years before 1997 as the good old days,"" he declared. It would be an aggressive campaign because things would inevitably boil down to a choice between Labour and the Tories.
 
 Nobody, he claimed, could picture Liberal Democrat leader Charles Kennedy walking up Downing Street the day after polling. They could, however, picture Michael Howard or, of course, Tony Blair doing it. So it was only right that the campaign concentrated on rigorously examining the opposition's policies and past record. And Tony Blair would be in the very front line of that campaign, he said. ""Between now and the election the prime minister will be spending more time out of London than in it but in Britain, not overseas,"" he promised. ""He will be leading the domestic debate from the front, listening, taking the flak."" So, let's get on with it then.
",politics
"Chancellor rallies Labour voters
 
 Gordon Brown has issued a rallying cry to supporters, warning the ""stakes are too high"" to stay at home or protest vote in the next general election.
 
 The chancellor said the poll - expected to fall on 5 May - would give a ""clear and fundamental"" choice between Labour investment and Tory cuts. He told his party's spring conference the Tories must not be allowed to win. The Conservatives and Lib Dems insisted that voters faced higher taxes and means-testing under Labour.
 
 To a packed audience at Gateshead's Sage Centre, Mr Brown accused shadow chancellor Oliver Letwin of plotting cuts that were the equivalent of sacking every teacher, GP and nurse in the country. Laying into the Conservative's record in government he said: ""I give you this promise - with Labour, Britain will never return to the mistakes of ERM and 10% inflation, 15% interest rates, £3bn in lost reserves, 250,000 repossessed, one million in negative equity and three million unemployed. ""Never again Tory boom and bust.
 
 ""This will be the central dividing line at the election, between a Conservative Party taking Britain back and planning deep cuts of £35bn in our services, and a Labour government taking Britain forward, which on a platform of stability will reform and renew our hospitals, schools and public services and, I am proud to say, spend by 2008 £60bn more."" Turning to the economy, the chancellor promised to continue economic stability and growth in a third term in power.
 
 He also pledged to continue the fight against child and pensioner poverty. And he promised help to get young people on the property ladder. ""My message to the thousands of young couples waiting to obtain their first home is that housing is rightly now at the centre of our coming manifesto,"" he said. ""And the next Labour government will match our low mortgage rates with a new first-time buyers' initiative."" In the speech, which prompted a standing ovation, he also promised to end teenage unemployment within the next five years.
 
 He also highlighted plans for 100% debt relief for the world's poorest countries, a national minimum wage for 16 and 17-year-olds, the creation of a network of children's centres and flexibility in maternity leave. Responding to the speech, shadow chief secretary to the Treasury, George Osborne, said: ""This was more talk from Gordon Brown. ""We've heard it all before. Instead of talking about the future he kept on talking about the past. ""He completely failed to say which taxes he would put up to fill the black hole in his spending plans. ""There will be a simple choice at the election - value for money and lower taxes with the Conservatives, or more waste and higher taxes under Tony Blair and Gordon Brown.""
 
 Liberal Democrat shadow chancellor Vince Cable warned the picture was not as rosy as Mr Brown would like to portray it. ""For all his trumpeting of Labour's management of the economy, Gordon Brown's record is very mixed,"" he said. ""Gordon Brown has created a system of massive centralisation and bureaucracy, a system which subjects millions of people to means testing, and a system of taxation which is extremely complex. ""For all his positive words, Gordon Brown is faced with economic problems looming on the horizon, not least the unprecedented levels of personal debt facing the nation."" Also in Gateshead, the prime minister took questions sent in by e-mail, text message and telephone as part of Labour's attempt to engage the public in their campaign. Mr Blair told the audience he believed the Iraq war would have made Britain a safer place if its emerging democracy succeeded and that he wanted to bring troops home as soon as possible, but not before the job was done. He also said he wanted to carry on as PM ""because I still think that there are big changes our country needs"".
",politics
"Tory expert denies defeat warning
 
 The Conservatives' campaign director has denied a report claiming he warned Michael Howard the party could not win the next general election.
 
 The Times on Monday said Australian Lynton Crosby told the party leader to focus on trying to increase the Tories' Commons presence by 25 to 30 seats. But Mr Crosby said in a statement: ""I have never had any such conversation... and I do not hold that view."" Mr Howard later added there was not ""one iota"" of truth in the report. The strategist helped Australia's PM, John Howard, win four elections. Mr Howard appointed Mr Crosby as his elections chief last October. Mr Crosby's statement said: ""The Conservative Party has been making an impact on the issues of lower tax and controlled immigration over the past week."" It added: ""The Labour Party will be wanting to do all they can to distract attention away from the issues that really matter to people.""
",politics
"Brown names 16 March for Budget
 
 Chancellor Gordon Brown will deliver his Budget to the House of Commons on 16 March, the Treasury has announced.
 
 The Budget, likely to be the last before the General Election, will be at about 1230 GMT on that Wednesday, just after Prime Minister's question time. The annual event is when the chancellor outlines the government's taxation and broader economic predictions. The Tories say it is likely the Budget will contain measures to attract votes. The election is expected on 5 May.
 
 Next month's Budget will be Mr Brown's ninth since Labour came to power in 1997. If a May election is called, there could be as little as 18 days between the Budget and the announcement of a date for the election. A shortened Finance Bill would have to be rushed through Parliament with all-party support to allow the Government to continue collecting revenue.
 
 The full Finance Bill, with the Budget measures in it, would then be returned to the Commons after the election, if Labour secures another term in office. Tory shadow chancellor Oliver Letwin said: ""We can be sure of two things: the Budget will contain measures to attract votes, and it will not contain the £8 billion of tax rises which independent experts say are inevitable if Labour wins the election."" As Mr Brown announced the Budget date in a short ministerial statement, accountancy firm Ernst & Young urged him to put politics aside and focus on the long-term requirements of the economy. ""In the Budgets that were given immediately before the last six elections, taxes were cut by the incumbent chancellor and, in many cases, taxes were increased soon after the election result,"" said Aidan O'Carroll, E&Y's UK head of tax.
",politics
"Tories outlining policing plans
 
 Local communities would be asked to go to the polls to elect their own area police commissioner, under plans unveiled by the Conservatives.
 
 Party leader Michael Howard said the new role would replace ""inconspicuous"" police authorities. He said the new office would not supersede the job of a chief constable. The Lib Dems said the plan could let extreme groups run policing, while Labour criticised ""extravagant"" Tory promises on policing.
 
 Responding to the plans, the chairman of the Police Federation of England and Wales, which represents rank and file officers, said it was essential operational independence was retained.
 
 Jan Berry said: ""It is a service, not a political football to be kicked around every time an election approaches. ""These plans could result in those with extreme political views dictating what actually happens on the ground,"" she warned. Outlining his crime manifesto, Mr Howard said elected police commissioners would be more accountable than police authorities which are made up of local councillors and magistrates. ""The commissioner will have the powers which existing police authorities have,"" he told BBC Radio 4's Today programme. ""The trouble is, and it's no reflection on the people who are on the police authority - they are good people - but hardly anyone knows who they are."" Mr Howard said the authorities were not ""providing the local accountability that we want to see"" and that elected police commissioners would be more visible.
 
 Critics fear the move could hand control of the police to single-issue campaigners who would ignore the needs of the wider community. Lord Harris, who sits on the executive of Association of Police Authorities, said the plans seemed to suggest chief constables should be told what to do by a single politician. ""That is overturning nearly 200 years of the way in which we have organised policing in this country to avoid the politicisation of policing decisions,"" he said.
 
 Liberal Democrat home affairs spokesman Mark Oaten said the plan was dangerous and ""could create conflict between chief constables and elected officials"". Mr Oaten said local people had too little control over policing but a far better solution would be for elected councillors to draw up a ""minimum policing guarantee"" with their chief constables. A Labour Party spokesman criticised Michael Howard's record, saying police numbers had fallen by 1,132 when he was home secretary. He said: ""Today the Tories are making more extravagant promises on the police without making clear how they would pay for them, other than through fantasy savings to the asylum system."" The Tories insists the commissioner role would not be like that of an American sheriff. Other Tory law and order plans include building more prisons and making criminals serve full jail sentences.
",politics
"Brown 'proud of economy record'
 
 Gordon Brown has delivered a rousing speech to Labour's spring conference setting out the government's agenda for the next general election.
 
 The chancellor said he was proud of his party's record on the economy, and would strive for continuing stability if elected. The Gateshead conference was told he would help young people who were struggling to buy their own homes. And the chancellor vowed to continue the fight against child poverty. Later, Prime Minister Tony Blair will answer questions sent by the public via text and e-mail.
 
 Analysing Mr Brown's position before the speech, BBC correspondent James Hardy said Mr Brown would draw ""sharp dividing lines"" with the Conservatives for the forthcoming election campaign. He would contrast Labour's plan to invest £60bn in services with a Tory plan to cut spending by £35bn. ""Mr Brown will lay out his credentials as a reforming chancellor determined to take on and beat the Asian tiger economies which increasingly dominate world trade,"" our correspondent said.
 
 On Friday night, Mr Brown confirmed he would not make any tax commitments until the Labour manifesto had been published after the Budget, expected in March. But commentators will listen to his speech closely for hints on whether, as the Conservatives claim, he plans to raise tax after the election. The Tories accuse Labour of raising taxes 66 times since coming to power in 1997.
 
 Following the chancellor's keynote speech, the prime minister will face interactive questioning from ordinary voters on Saturday. Mr Blair is thought to be deliberately putting himself on the line in a bid to engage the electorate ahead of an expected May election. Capital Radio DJ Margherita Taylor will select questions to put to him from thousands e-mailed and sent by text. The prime minister's enthusiasm for the job remains undimmed, Alan Milburn, Labour's election strategist told Radio 4's Today programme on Saturday. Mr Blair has ""the same passion and the same commitments for the job"" as when Labour came to power in 1997, he said.
 
 And he confirmed Mr Blair's insistence that no poll date had yet been set. He said: ""I'm the General Election co-ordinator and I don't know, and Tony has not made up his mind."" On Friday, the prime minister completed a whistle-stop tour of England, during which he unveiled his party's six pre-election pledges. Starting in London, he visited marginal constituencies pledging to build on what he said were Labour's achievements on the economy, crime, education and public services. The Conservatives and Lib Dems said the pledges - set to underpin Labour's election campaign - were ""worthless"".
",politics
